,tipo_precio
44130,alto
239952,bajo
153351,bajo
401872,bajo
459822,medio
84122,bajo
301257,bajo
171333,bajo
329997,medio
143672,bajo
27473,medio
456227,bajo
338180,medio
188895,alto
180618,medio
304053,alto
95419,bajo
61960,medio
370825,bajo
437941,alto
6331,medio
80601,medio
108855,bajo
254231,alto
193421,medio
129064,medio
251555,medio
36453,alto
341524,medio
113572,alto
97673,bajo
273457,bajo
63719,alto
39572,alto
355699,bajo
47312,medio
7534,bajo
30435,bajo
452966,bajo
120208,medio
120293,medio
330211,alto
258279,alto
254388,alto
217398,alto
183543,bajo
115078,alto
433722,medio
188126,medio
200613,medio
200614,alto
126071,alto
113607,alto
365401,alto
53710,alto
313130,medio
437961,medio
63934,medio
437748,alto
458242,alto
179662,alto
285249,bajo
191519,medio
328486,medio
196535,medio
34124,medio
140590,medio
369838,medio
213186,bajo
12335,alto
129275,alto
206129,medio
256705,alto
50586,medio
31162,medio
326075,alto
240900,medio
53696,alto
45013,alto
189693,bajo
76509,alto
148575,medio
371865,bajo
124965,alto
367446,medio
65638,bajo
186279,medio
219105,medio
41018,alto
147616,alto
455422,medio
159563,bajo
200860,medio
186893,bajo
297823,alto
290691,alto
276003,bajo
436668,medio
436458,alto
73332,alto
169823,medio
264190,alto
380031,medio
178896,medio
242322,alto
452631,medio
254406,alto
375926,alto
209395,medio
35798,bajo
114017,medio
459438,alto
201824,alto
388860,bajo
169748,bajo
212426,alto
289427,medio
283927,bajo
180020,bajo
70198,bajo
73396,alto
296377,bajo
100724,alto
371809,medio
254934,bajo
231929,bajo
399656,alto
381761,medio
450381,bajo
263057,medio
333388,alto
398963,medio
427131,alto
117479,medio
167010,bajo
360053,alto
203119,bajo
135333,medio
216885,bajo
167003,medio
444186,bajo
34632,medio
323135,medio
399429,alto
337259,alto
115391,bajo
238440,medio
316965,bajo
6312,bajo
398895,medio
331015,alto
116202,medio
345150,alto
57882,medio
74653,bajo
203163,medio
2380,alto
178253,alto
145071,bajo
42768,medio
224288,bajo
21020,alto
285893,bajo
7550,medio
54331,alto
6437,alto
124761,bajo
56216,alto
127873,bajo
37258,bajo
171174,alto
254503,alto
86618,medio
428874,bajo
349986,alto
121061,alto
303151,bajo
28972,medio
15715,medio
8248,bajo
397611,medio
54062,alto
209444,medio
170344,alto
169799,bajo
335786,bajo
342538,medio
354039,medio
196291,alto
155509,bajo
283844,medio
178344,alto
361563,medio
41420,alto
422046,medio
26266,alto
115203,alto
44959,bajo
322755,alto
235182,alto
269026,medio
432769,bajo
80734,bajo
17647,medio
144073,bajo
18296,bajo
137704,bajo
411804,bajo
392478,alto
277744,bajo
330942,alto
181671,alto
36928,bajo
406460,alto
201870,bajo
368102,bajo
332352,alto
2333,medio
163069,alto
118938,alto
197447,alto
68438,alto
204733,bajo
391135,alto
274417,bajo
274534,alto
250581,bajo
23215,bajo
191819,bajo
237438,bajo
254780,bajo
327197,alto
165381,alto
230949,bajo
246400,bajo
114747,alto
49737,medio
178217,alto
32144,medio
293184,medio
324614,alto
67295,bajo
335907,bajo
183797,medio
113781,alto
36451,medio
262762,bajo
44283,bajo
375708,medio
375855,alto
310336,alto
142448,bajo
406632,bajo
261211,alto
41702,bajo
292147,bajo
366896,bajo
411931,bajo
124532,alto
77022,bajo
42870,bajo
118978,bajo
438092,medio
272001,medio
379712,medio
12142,medio
158593,bajo
242542,medio
13215,bajo
333808,medio
249891,alto
248405,medio
354051,medio
333025,medio
238923,bajo
454892,medio
44041,medio
100912,bajo
406668,alto
206485,medio
350683,alto
313445,bajo
411596,alto
26386,medio
418935,bajo
153336,alto
150721,alto
203110,medio
459827,bajo
189611,alto
81835,alto
375285,medio
353092,medio
7872,bajo
86172,bajo
114705,medio
42639,bajo
290555,alto
370369,bajo
445136,medio
444020,bajo
298168,medio
54570,medio
118051,medio
246510,medio
281149,bajo
414587,bajo
135481,alto
162814,bajo
240827,bajo
437983,medio
275686,bajo
350191,alto
46768,alto
97967,bajo
284303,bajo
272827,bajo
378182,alto
46396,alto
297897,alto
285808,alto
11345,alto
449015,bajo
110712,alto
264619,medio
135186,bajo
84265,medio
150773,alto
449762,bajo
109282,medio
231250,bajo
445475,bajo
285889,medio
30493,medio
361580,medio
17976,bajo
370165,alto
435890,alto
398878,alto
453255,bajo
441925,medio
368507,medio
441904,medio
103985,medio
442982,medio
212364,medio
105395,bajo
62270,alto
73420,alto
363253,alto
442463,bajo
82337,alto
195146,medio
275134,medio
367834,medio
393217,bajo
57973,bajo
362494,bajo
122149,medio
231079,medio
116217,bajo
433790,alto
358224,alto
425625,bajo
358227,medio
287630,medio
18089,bajo
421110,medio
200741,alto
412459,bajo
176596,alto
37524,bajo
458256,bajo
64216,bajo
295816,bajo
333815,alto
352856,alto
134095,medio
22845,alto
188367,medio
150696,bajo
332805,alto
227988,alto
284622,medio
103779,medio
235367,medio
177875,medio
139466,bajo
449539,medio
82041,alto
255847,alto
170903,alto
152481,bajo
147411,medio
358923,alto
247537,bajo
157545,medio
138124,bajo
9424,medio
281173,alto
25701,alto
299886,medio
333926,medio
196533,medio
193535,bajo
41676,alto
70727,alto
233796,medio
439005,alto
370076,medio
130433,medio
458282,alto
379678,alto
329974,bajo
386513,alto
398946,alto
51044,alto
246729,alto
187816,medio
210170,medio
34432,bajo
11114,bajo
406465,alto
141853,medio
33301,medio
350783,medio
255583,bajo
440787,bajo
446402,alto
287652,bajo
359026,alto
388930,medio
336116,medio
74337,bajo
445411,alto
423425,alto
243470,alto
14985,bajo
60674,alto
79032,alto
254398,medio
313791,bajo
69651,alto
347092,alto
337257,alto
12743,medio
251702,bajo
412864,bajo
252835,medio
168566,bajo
455268,alto
199466,bajo
261164,bajo
178196,medio
2404,alto
136562,bajo
85801,alto
279106,alto
291755,medio
251149,bajo
295722,alto
14169,medio
393101,bajo
277723,medio
268655,alto
449870,bajo
217414,medio
260209,bajo
350823,bajo
159246,bajo
170335,bajo
238626,bajo
319252,medio
367654,bajo
442581,medio
401726,bajo
7544,medio
325007,bajo
230911,alto
193470,medio
9312,medio
447565,bajo
148045,medio
399530,medio
218849,bajo
370335,medio
19867,alto
115618,bajo
382404,medio
256325,alto
406032,bajo
304871,alto
361300,bajo
452791,bajo
23135,alto
27916,bajo
398569,medio
446130,medio
300675,alto
332336,medio
50960,alto
85717,alto
436006,alto
40550,bajo
398862,medio
373796,alto
271980,alto
290760,alto
352843,bajo
366099,bajo
84984,bajo
279211,alto
287135,alto
392671,alto
101028,medio
31944,medio
318763,medio
128646,medio
264916,medio
355948,bajo
455227,medio
337348,medio
252514,alto
435905,alto
160458,medio
99383,bajo
397657,medio
132550,bajo
441753,bajo
432177,medio
201942,medio
301224,medio
447572,alto
32774,bajo
375364,medio
62089,alto
213749,alto
310167,medio
72332,alto
58737,bajo
66515,medio
307684,medio
68096,bajo
30496,medio
366878,medio
443779,alto
28059,medio
431343,medio
114069,bajo
274574,alto
369233,medio
397264,bajo
124280,medio
428660,bajo
424048,bajo
400173,medio
287809,bajo
65386,bajo
367296,bajo
155493,medio
199077,medio
334861,bajo
143259,alto
315521,alto
237099,bajo
72515,bajo
332864,bajo
415652,alto
77303,bajo
260774,alto
310895,bajo
428614,alto
42278,alto
36281,alto
238182,medio
326060,medio
257400,medio
337878,medio
18059,bajo
282358,alto
311678,medio
157211,alto
290491,alto
36722,medio
190530,alto
162432,medio
126114,alto
337369,bajo
430747,medio
185868,medio
453246,bajo
144176,medio
267917,medio
222873,alto
103800,alto
406881,medio
206672,alto
226436,medio
213711,alto
12544,bajo
423319,alto
329691,medio
83749,alto
278278,medio
447310,bajo
262002,medio
162812,bajo
72217,alto
333245,alto
382424,alto
398877,medio
11253,alto
270420,medio
257050,alto
307871,alto
168068,alto
193472,alto
188529,bajo
106521,bajo
299931,alto
195502,bajo
53712,medio
442646,medio
412816,medio
402039,medio
433833,alto
192216,bajo
427082,bajo
330812,alto
236600,alto
403329,medio
450059,bajo
141083,bajo
404977,bajo
339539,alto
369229,alto
23016,alto
435947,bajo
268323,alto
37520,bajo
40889,bajo
419255,medio
162406,bajo
28350,bajo
418592,alto
242220,medio
324287,medio
129371,medio
79366,medio
347262,alto
427942,bajo
284073,medio
410057,alto
227538,bajo
63698,alto
231002,medio
149495,medio
428499,alto
210310,medio
452205,alto
65417,medio
173837,alto
379837,medio
147814,medio
430614,bajo
435831,bajo
428108,medio
453280,medio
197359,medio
186369,alto
21495,bajo
155562,alto
124707,alto
317139,alto
54347,bajo
386452,medio
319239,medio
397578,alto
93134,bajo
4107,bajo
293653,bajo
67412,medio
203165,medio
9872,alto
330188,medio
399566,bajo
449062,medio
33302,medio
120142,alto
327364,medio
447187,medio
420379,medio
210957,medio
76803,medio
7472,alto
115470,alto
300030,medio
168168,alto
31330,medio
366897,bajo
263956,alto
86117,bajo
442361,alto
115557,alto
84133,alto
211421,bajo
160424,medio
176592,medio
293782,bajo
18653,alto
385711,medio
94245,bajo
197351,bajo
270094,medio
353054,bajo
66834,alto
311223,bajo
191736,bajo
456832,bajo
272227,bajo
281894,bajo
455381,medio
324394,alto
22960,bajo
197731,alto
291441,alto
11105,medio
142014,alto
459794,alto
323763,medio
95086,medio
378235,medio
9186,medio
218994,medio
182405,medio
31903,bajo
170909,medio
377448,medio
437864,alto
209521,bajo
103852,alto
349083,medio
176003,medio
195403,medio
431348,medio
284370,medio
388426,medio
339848,medio
72655,medio
33024,bajo
434674,medio
361930,medio
336279,bajo
436442,medio
134975,alto
341391,medio
165456,medio
203809,alto
380171,medio
111231,bajo
415984,bajo
154874,bajo
9320,medio
33496,medio
187767,medio
58011,medio
414906,medio
435992,alto
21010,alto
426056,medio
257950,medio
397050,bajo
219954,medio
447213,alto
289122,medio
158960,bajo
8757,bajo
162618,medio
257176,alto
123141,bajo
171302,medio
225660,bajo
248368,bajo
17305,bajo
105319,alto
167222,medio
365266,alto
22825,alto
329901,alto
15586,alto
35371,medio
14853,medio
270578,medio
30004,alto
299104,alto
41970,medio
268983,bajo
346090,alto
102730,alto
147413,alto
65403,medio
260591,alto
182485,medio
51966,bajo
157976,medio
275075,medio
230626,alto
168175,alto
303066,bajo
358829,alto
242130,medio
284684,bajo
116460,bajo
178388,alto
79159,alto
263974,bajo
125179,alto
437635,bajo
236998,medio
20619,alto
280104,medio
300028,alto
256686,alto
291625,alto
154483,alto
380337,alto
418554,medio
121654,alto
395309,bajo
201194,bajo
412215,bajo
278822,medio
153162,bajo
401597,alto
225160,bajo
44129,bajo
75839,bajo
377966,bajo
371346,medio
379440,medio
280404,medio
228400,bajo
49526,alto
96236,medio
127315,bajo
188161,medio
275114,alto
135261,bajo
293848,alto
227267,bajo
174893,bajo
183348,medio
371351,medio
209081,medio
60063,alto
90919,bajo
152375,bajo
115287,alto
115689,medio
456621,bajo
92669,medio
390387,medio
430766,bajo
129976,medio
115292,alto
379791,alto
344796,bajo
443085,bajo
106771,alto
335926,alto
143245,medio
30005,bajo
153691,bajo
89334,alto
52586,bajo
329429,bajo
310732,bajo
187159,alto
30437,medio
315613,medio
392664,alto
72571,alto
362089,medio
118728,medio
187870,bajo
68507,alto
440667,medio
256771,alto
15650,bajo
167111,alto
293372,alto
324031,alto
244733,bajo
455253,bajo
421030,bajo
398713,bajo
277797,alto
89734,medio
77587,medio
51002,medio
434841,medio
145674,alto
307874,alto
177724,alto
92440,alto
232946,bajo
264598,alto
5558,medio
96729,bajo
252831,bajo
318880,medio
830,medio
282361,alto
257929,medio
86736,alto
358309,alto
153342,alto
367416,medio
22813,alto
292166,bajo
438598,alto
115546,alto
288977,bajo
92158,alto
349351,alto
26179,bajo
15416,bajo
360179,medio
361777,alto
147774,bajo
155871,alto
220971,alto
372642,medio
96242,bajo
149535,alto
300249,bajo
106059,alto
136079,medio
20945,medio
101007,alto
378236,medio
313793,bajo
201719,medio
339495,medio
427967,alto
323047,medio
279206,bajo
327348,alto
42650,medio
24496,alto
253042,bajo
92104,alto
135396,alto
425658,medio
163043,bajo
167263,alto
10863,bajo
98320,bajo
214137,bajo
259783,alto
264730,medio
178164,medio
12717,medio
438584,alto
405323,alto
78015,bajo
455366,medio
21023,alto
26470,medio
415894,medio
219025,alto
206171,alto
164439,alto
32421,alto
203275,medio
69572,alto
164980,medio
203272,medio
86636,bajo
440823,medio
139485,medio
174499,bajo
393106,bajo
439384,bajo
124694,alto
350816,medio
356767,alto
143209,medio
66839,alto
271313,bajo
76816,medio
84341,alto
300730,medio
451313,bajo
233007,medio
10033,alto
17880,bajo
42266,medio
100951,alto
368760,alto
409758,alto
375744,medio
14472,alto
133637,alto
105057,medio
41942,alto
131366,medio
199835,medio
111230,medio
12691,alto
170337,bajo
349936,bajo
123472,alto
336605,medio
224275,alto
448997,bajo
398886,alto
284626,bajo
316304,medio
458451,alto
54328,bajo
15582,alto
102716,medio
92910,bajo
289088,alto
310562,bajo
302622,medio
9968,medio
79677,bajo
358649,bajo
36704,alto
425412,medio
91973,medio
342188,bajo
455394,medio
38624,bajo
11000,alto
434681,alto
97711,bajo
281585,medio
322908,bajo
429741,medio
140268,bajo
431183,bajo
312527,bajo
334968,medio
45259,medio
218656,alto
117954,alto
403620,medio
29014,alto
178414,bajo
187942,bajo
456327,bajo
78992,alto
121089,medio
236997,medio
454510,medio
410060,medio
379813,medio
459355,alto
275011,bajo
169809,alto
62386,medio
141851,bajo
267089,bajo
126785,alto
224248,bajo
105448,medio
35489,bajo
260644,medio
382322,medio
114924,alto
406975,alto
51059,medio
437876,alto
201640,alto
236528,alto
158654,bajo
442102,alto
273595,medio
49637,medio
61047,medio
225778,medio
62085,medio
274400,alto
296624,alto
112421,medio
172644,bajo
111799,medio
26269,alto
92415,alto
409110,medio
24326,alto
329545,medio
156539,alto
150895,medio
147645,alto
356574,alto
128941,alto
215488,alto
370033,bajo
365275,alto
100741,medio
102759,alto
173190,bajo
434269,bajo
177317,bajo
182393,bajo
133170,bajo
116143,bajo
446110,medio
447950,bajo
113580,alto
290789,alto
28064,bajo
166110,medio
56786,medio
273833,medio
444058,bajo
438593,alto
442101,alto
149550,bajo
334684,bajo
449845,bajo
135134,medio
10211,alto
93325,medio
20942,alto
365123,alto
40630,bajo
203814,bajo
124281,medio
426194,bajo
368750,alto
182112,alto
142371,bajo
272339,bajo
224300,alto
332207,bajo
53692,alto
222048,medio
273545,bajo
57265,bajo
415218,alto
299223,bajo
157225,alto
100166,bajo
103979,bajo
300035,alto
281428,medio
129076,alto
105870,medio
298296,bajo
210854,bajo
397212,alto
346116,bajo
423067,medio
129164,medio
144089,medio
452249,medio
3041,alto
56775,medio
131305,medio
35792,medio
366210,alto
116329,alto
107565,alto
48642,bajo
360297,medio
434485,medio
156535,medio
290822,medio
452142,medio
306866,alto
150481,alto
159153,bajo
441198,bajo
441095,medio
122413,bajo
72621,alto
252597,medio
58603,alto
430822,bajo
67373,alto
175998,medio
237458,bajo
346242,medio
93075,bajo
402933,alto
41983,medio
408051,medio
128973,alto
377660,medio
379756,alto
2849,alto
143271,bajo
154485,alto
4148,bajo
426175,alto
457736,medio
209963,bajo
152392,bajo
168394,medio
332168,bajo
30042,alto
456147,bajo
234215,bajo
365448,alto
289735,bajo
452835,medio
2663,bajo
199509,medio
114638,alto
420745,bajo
398004,bajo
195174,bajo
251698,medio
397516,medio
182756,medio
56101,medio
55546,medio
308790,medio
306082,bajo
127306,medio
41994,alto
366919,bajo
45741,bajo
57395,alto
268200,alto
401784,alto
434078,alto
385723,medio
388586,medio
37363,medio
65408,bajo
428008,alto
376506,alto
335033,bajo
353172,alto
419039,alto
44168,medio
451735,bajo
236181,alto
123551,medio
98050,alto
381278,alto
64324,alto
136209,alto
351461,bajo
381286,alto
289419,alto
261952,alto
108686,alto
123705,bajo
375726,medio
398094,medio
449847,medio
261154,alto
146585,medio
168058,bajo
384529,medio
439106,alto
178532,medio
341690,bajo
65557,alto
335486,medio
133860,medio
199426,alto
431992,bajo
323265,medio
406474,medio
215442,alto
345046,medio
272354,bajo
398303,bajo
60821,medio
303036,medio
136978,alto
274508,bajo
372946,medio
148315,bajo
139476,medio
327865,medio
379447,medio
323969,bajo
25610,medio
323127,medio
219093,alto
105427,medio
12071,bajo
371347,medio
340075,medio
326283,bajo
298196,alto
428522,alto
22695,alto
403246,medio
447607,medio
301003,alto
186377,bajo
266204,alto
4778,medio
153461,alto
13810,medio
73576,bajo
280354,bajo
126127,alto
58348,medio
273494,bajo
53909,bajo
115289,alto
56791,bajo
231556,bajo
180755,bajo
46380,alto
456207,bajo
300799,bajo
306355,alto
95074,bajo
57518,alto
1123,bajo
147611,medio
283034,bajo
27558,medio
278755,bajo
70229,medio
80505,medio
336267,medio
459289,alto
205346,bajo
297828,medio
293355,medio
327640,bajo
34678,medio
50589,medio
324802,alto
411606,medio
15828,bajo
36422,alto
204931,bajo
281432,alto
332156,alto
327358,alto
14901,bajo
344105,bajo
341421,medio
116325,alto
232821,alto
254719,alto
33414,bajo
100810,alto
101031,alto
190060,bajo
439165,medio
358367,alto
226316,medio
212440,alto
325774,bajo
268229,bajo
131941,alto
55557,medio
28887,medio
149551,medio
115169,medio
381210,alto
59769,medio
454536,bajo
65388,alto
272024,medio
256695,medio
35345,medio
285240,medio
76489,bajo
206145,alto
62437,bajo
135978,medio
39587,alto
257557,bajo
152408,alto
200784,bajo
303202,medio
335898,alto
84315,alto
342044,bajo
434302,medio
169067,bajo
405046,bajo
209436,alto
157451,medio
235276,alto
37613,bajo
266826,bajo
215857,medio
451157,medio
180119,alto
14481,medio
306952,medio
370313,medio
422418,bajo
439103,alto
179062,medio
240492,medio
206269,alto
439423,medio
432772,bajo
281896,medio
449717,medio
41715,alto
227860,alto
341722,medio
200948,alto
92107,bajo
208136,medio
188034,alto
267024,bajo
432069,bajo
108665,alto
59146,alto
33550,alto
133931,medio
338313,medio
98097,bajo
335827,medio
100970,alto
309168,bajo
292165,bajo
9251,medio
425996,bajo
320884,alto
278836,alto
371630,medio
163049,bajo
401707,alto
393370,bajo
9447,alto
440922,alto
375398,alto
282843,medio
63693,alto
310465,medio
425592,bajo
293205,medio
244514,medio
447295,medio
36981,medio
447413,alto
231596,bajo
345052,medio
174598,alto
452595,bajo
155747,bajo
231,bajo
201808,alto
34451,alto
12359,alto
181731,alto
137472,alto
275094,alto
311712,bajo
428429,bajo
371743,medio
81820,bajo
272201,alto
201010,bajo
459973,bajo
62096,alto
67956,medio
244030,medio
440827,bajo
58773,bajo
437960,alto
350806,medio
403377,medio
453099,medio
57728,alto
164488,medio
27779,medio
323002,alto
254770,bajo
412668,medio
232973,bajo
292140,alto
7790,alto
408431,medio
3598,medio
451393,medio
203291,alto
93556,bajo
72352,alto
65633,alto
43047,alto
9965,medio
198830,medio
411532,medio
13663,alto
173812,bajo
384505,bajo
243608,bajo
85088,medio
190607,medio
3866,bajo
358293,alto
458653,bajo
212457,alto
174540,medio
100005,alto
299826,medio
18216,medio
135183,bajo
397306,medio
98300,bajo
308092,medio
204660,alto
178205,medio
131773,medio
372629,alto
454796,bajo
226253,bajo
418782,alto
442038,alto
10163,medio
313436,alto
421058,bajo
257916,bajo
165588,bajo
163179,medio
24324,alto
237413,alto
443357,alto
220753,bajo
427972,alto
214444,medio
269749,alto
286082,medio
375297,bajo
260206,bajo
162348,alto
440951,bajo
433783,alto
49471,bajo
96323,alto
232984,alto
306203,alto
108494,medio
86511,medio
80005,bajo
82021,bajo
42317,medio
136090,medio
420873,bajo
71632,bajo
313744,medio
213237,bajo
254560,bajo
382652,medio
279804,medio
221715,alto
358372,alto
154454,bajo
299978,medio
287651,bajo
66618,medio
432023,bajo
140649,alto
101393,alto
34421,alto
169777,bajo
30421,bajo
438552,medio
158129,medio
290670,alto
48672,bajo
167094,alto
208499,alto
26072,bajo
67558,bajo
77255,bajo
449570,bajo
39412,alto
187836,medio
143592,bajo
75907,bajo
446137,medio
170922,alto
18339,bajo
323975,alto
114686,medio
68668,medio
343609,medio
300816,medio
437958,alto
454382,alto
15360,medio
322030,bajo
284635,bajo
153377,bajo
57954,bajo
70237,medio
426255,medio
188579,medio
275431,bajo
323137,medio
424118,bajo
7211,bajo
165036,medio
216752,bajo
450265,alto
391625,medio
47528,bajo
288836,alto
168022,medio
46295,bajo
213458,bajo
333443,bajo
92138,medio
428381,bajo
107668,medio
168077,alto
437971,alto
224347,alto
180744,bajo
41981,medio
174290,alto
18106,medio
61126,alto
191455,medio
333386,alto
334404,bajo
168591,medio
295371,medio
306812,bajo
428603,medio
232942,bajo
53516,medio
435787,bajo
420849,medio
179740,alto
310719,bajo
232919,bajo
414664,alto
269754,medio
397337,medio
342566,medio
374049,bajo
436609,alto
21496,alto
165293,bajo
36323,bajo
336464,medio
25815,alto
13630,medio
73542,alto
428523,bajo
86512,alto
411527,alto
124045,bajo
209431,alto
229597,bajo
14617,bajo
30439,bajo
162245,bajo
225626,bajo
303224,bajo
149521,bajo
7469,alto
203835,alto
303286,alto
183163,alto
391257,alto
436978,bajo
408012,medio
126511,bajo
240283,medio
200609,alto
183487,medio
397258,alto
398820,medio
270576,medio
406678,alto
42417,medio
93135,bajo
54747,medio
209525,alto
257038,medio
404849,medio
312463,medio
154892,bajo
413886,alto
275035,alto
279683,medio
239849,alto
153458,medio
115343,medio
28053,bajo
123851,medio
132124,bajo
160230,medio
115125,medio
46182,bajo
349063,bajo
115519,medio
264943,medio
399433,medio
118018,bajo
368509,medio
296805,alto
26485,alto
133869,medio
108960,medio
268225,medio
110827,alto
134141,medio
32381,bajo
22856,alto
237180,bajo
71392,medio
347466,medio
79666,bajo
332351,alto
131830,alto
114918,alto
306838,alto
155521,alto
168703,medio
332172,alto
80991,medio
134899,medio
186299,medio
257100,medio
282236,bajo
428824,bajo
398032,alto
107288,alto
48584,medio
306977,medio
199145,medio
41337,bajo
289558,medio
25733,alto
375170,bajo
291754,alto
434864,bajo
73538,alto
79144,medio
74824,alto
165179,alto
372964,bajo
143582,medio
76505,medio
123248,bajo
280390,bajo
184239,bajo
181797,alto
351422,bajo
425654,bajo
126043,medio
58602,bajo
60940,bajo
216547,medio
418917,bajo
269916,bajo
344782,alto
100899,alto
398608,bajo
289358,medio
87996,alto
7931,alto
44473,bajo
18085,bajo
436044,medio
168700,medio
306815,bajo
185434,alto
69469,alto
225286,bajo
281430,alto
449609,medio
32269,bajo
282800,bajo
401600,alto
262179,alto
378048,medio
108571,bajo
185008,alto
246764,medio
214430,medio
87999,medio
116643,bajo
37605,medio
362697,bajo
296591,alto
162377,medio
257137,alto
428123,medio
108452,alto
242318,alto
33309,bajo
114521,medio
178190,medio
382399,alto
209813,medio
443890,alto
328534,bajo
146367,medio
428148,alto
30344,alto
127916,bajo
190547,alto
147806,medio
284270,medio
104753,bajo
18993,bajo
312275,bajo
168055,medio
321051,bajo
337268,medio
275964,bajo
115128,alto
113416,medio
86081,bajo
338432,bajo
273567,bajo
58289,bajo
108521,alto
171192,alto
59306,bajo
365064,bajo
99299,medio
194190,medio
397366,bajo
98929,medio
204163,alto
147986,bajo
199572,bajo
284102,alto
36707,medio
186325,medio
62219,alto
334368,bajo
186220,medio
447656,medio
365015,alto
73438,medio
288840,alto
121908,medio
250915,medio
370041,bajo
199562,bajo
265579,alto
310605,medio
149352,alto
194188,alto
204164,medio
238227,alto
25760,bajo
259644,alto
264569,alto
271286,bajo
298200,alto
399086,bajo
162631,alto
184126,bajo
376462,medio
274988,bajo
439019,medio
211190,medio
411779,bajo
84292,bajo
115184,alto
153165,medio
84264,medio
267328,medio
279591,bajo
188972,medio
24853,bajo
63756,alto
118009,medio
11376,bajo
354028,alto
329985,alto
393394,bajo
119057,bajo
299823,alto
295232,alto
323214,bajo
195330,medio
20969,alto
233018,alto
404513,bajo
78298,bajo
111175,bajo
427095,medio
270596,alto
156120,medio
351211,bajo
60462,bajo
400128,medio
397369,bajo
452589,bajo
62268,medio
44474,bajo
360270,alto
450280,medio
96748,alto
257180,medio
368479,bajo
114000,bajo
114915,alto
376656,alto
365319,alto
195200,alto
134933,alto
86092,bajo
299675,alto
137199,alto
18306,medio
188156,medio
327869,alto
442616,bajo
31905,bajo
267086,medio
371877,medio
162558,medio
40111,bajo
131310,alto
254532,medio
428149,bajo
334003,medio
68465,medio
406282,bajo
68943,bajo
452191,bajo
413648,alto
147639,medio
399002,medio
356543,bajo
306401,bajo
254258,alto
450405,alto
256413,alto
53358,alto
256074,medio
313150,alto
238742,bajo
290540,alto
148047,medio
277731,bajo
238335,alto
334948,bajo
85372,alto
381768,alto
246487,bajo
63008,alto
136219,bajo
313182,alto
333224,bajo
335060,medio
84016,bajo
54395,medio
86249,alto
234259,bajo
66486,medio
151946,medio
256795,alto
122393,medio
411718,alto
195289,bajo
22734,alto
235341,medio
299037,bajo
289237,alto
11117,medio
290566,medio
167127,bajo
298883,alto
332345,bajo
153110,medio
301463,medio
197011,alto
82275,alto
345086,alto
249763,medio
392534,alto
257316,medio
202785,medio
335941,alto
119615,bajo
24354,alto
382319,medio
65288,bajo
88103,medio
423396,medio
248060,alto
272839,alto
96987,bajo
149356,bajo
99390,bajo
370606,bajo
260856,medio
393610,bajo
223870,bajo
412297,bajo
366689,alto
393566,bajo
106668,medio
262033,alto
203143,alto
433647,medio
147878,bajo
184280,bajo
401283,bajo
296787,bajo
253157,bajo
133655,bajo
197728,alto
199222,bajo
273583,bajo
57892,medio
397554,alto
409301,alto
301513,bajo
197890,medio
183753,bajo
267003,medio
199149,bajo
431361,medio
60239,medio
375335,bajo
367357,bajo
213947,bajo
137462,alto
383316,alto
422896,medio
200840,alto
187223,alto
94733,medio
459709,alto
254011,medio
44142,bajo
452227,medio
242437,medio
233049,alto
12671,medio
13291,alto
298078,alto
279256,medio
116683,bajo
280991,alto
213968,medio
230606,alto
172818,alto
174683,bajo
293735,alto
8210,medio
304062,bajo
174521,medio
96634,alto
100811,alto
281534,medio
401315,alto
275495,medio
76871,bajo
390953,alto
262122,medio
29114,medio
408294,alto
207385,medio
153383,alto
386082,alto
401437,alto
273745,medio
256797,bajo
384269,alto
115194,alto
96305,medio
206456,bajo
296789,alto
443164,bajo
284008,bajo
12548,alto
318772,bajo
67551,medio
235305,medio
275877,medio
25852,bajo
452644,bajo
241553,medio
130018,medio
186809,alto
135394,alto
63762,alto
349011,bajo
115207,alto
13111,bajo
1163,bajo
348904,bajo
115286,alto
59738,medio
343834,bajo
3926,medio
335845,medio
153677,medio
413897,bajo
89155,medio
230841,medio
26331,alto
324721,medio
144845,alto
215338,medio
80630,alto
204101,medio
293747,alto
22167,bajo
272751,alto
11001,medio
59957,alto
144388,bajo
453027,medio
440895,alto
73392,alto
304232,medio
278789,alto
12475,medio
427058,medio
287068,alto
394119,bajo
106667,medio
183282,bajo
47673,bajo
79371,medio
9259,bajo
28923,bajo
328135,medio
73345,medio
341870,alto
203826,alto
178186,bajo
235101,alto
399765,alto
397718,alto
75790,medio
150695,bajo
86016,alto
162692,bajo
414185,medio
35362,medio
107218,alto
220693,medio
144286,medio
160696,bajo
40868,medio
319270,bajo
282350,medio
18218,medio
126050,alto
367798,medio
215436,alto
243734,alto
324517,medio
123582,medio
212341,medio
7506,alto
440797,medio
393378,medio
401550,medio
338774,bajo
293621,medio
206434,medio
344935,alto
238180,bajo
121085,medio
87935,alto
293565,alto
321196,medio
235337,bajo
270725,bajo
404676,medio
150680,alto
93204,bajo
277730,bajo
392421,medio
262202,medio
436316,medio
392753,medio
131755,bajo
184157,alto
304070,alto
89661,medio
455361,alto
300711,alto
27585,medio
162604,bajo
57366,alto
201926,medio
331612,medio
412669,bajo
300818,bajo
454750,bajo
294335,bajo
100169,bajo
384835,medio
151875,bajo
434271,bajo
107361,bajo
139019,bajo
422122,alto
304376,alto
105419,bajo
317381,alto
368597,alto
238559,alto
59216,alto
119215,bajo
332867,alto
