,latitud,longitud,barrio,property_type,property_rooms,property_bedrooms,property_surface_total,property_surface_covered,property_price
449563,-34.5412501,-58.4729664,Nuñez,departamento,2,1,52,52,102000
397508,-34.5797435,-58.4324434,Palermo,departamento,3,2,83,74,260000
257412,-34.6188515,-58.4456829,Caballito,departamento,3,2,74,69,259000
75107,-34.6042078,-58.3794956,Retiro,departamento,1,1,43,37,88763
27773,-34.632708,-58.371167,Barracas,departamento,2,1,60,55,104000
22645,-34.6263454,-58.4598707,Flores,departamento,2,1,47,44,94000
345034,-34.6158671,-58.4398522,Caballito,departamento,6,4,180,160,440000
23131,-34.5895698,-58.3892694,Recoleta,departamento,3,2,114,109,280000
105428,-34.6178447,-58.4358109,Caballito,departamento,5,3,118,104,179000
257395,-34.6188692,-58.4322381,Caballito,departamento,2,1,53,50,125000
115540,-34.5695186,-58.4778756,Villa Urquiza,departamento,3,2,74,74,190000
292206,-34.5840639248,-58.4995222087,Villa Pueyrredón,ph,3,2,112,98,199000
111088,-34.5605195,-58.4446098,Belgrano,departamento,3,2,79,69,154000
56750,-34.594406103,-58.4132279433,Recoleta,departamento,1,1,32,33,77000
80479,-34.5671124,-58.4555513,Belgrano,departamento,2,1,76,64,219000
26158,-34.5503554,-58.495749,Saavedra,departamento,1,1,40,36,108000
361405,-34.5412916,-58.4641176,Nuñez,departamento,2,1,65,62,290000
57984,-34.6126694,-58.4567754,Caballito,departamento,4,3,110,92,225500
406176,-34.6151112,-58.4119412,Almagro,departamento,2,1,44,41,122000
239931,-34.5738509,-58.4410154,Palermo,departamento,1,1,77,66,99000
405066,-34.5710339,-58.4857003,Villa Urquiza,departamento,2,1,47,44,131500
382284,-34.548045841853735,-58.46547258653095,Nuñez,departamento,2,1,57,57,159000
41672,-34.5899714,-58.3879305,Recoleta,departamento,4,2,88,88,260000
196215,-34.5983446966,-58.3723646376,Retiro,departamento,2,1,76,50,135000
242340,-34.5569925,-58.4578819,Belgrano,departamento,2,1,39,36,125000
342517,-34.6239606,-58.5131918,Versalles,ph,4,3,150,140,180000
281117,-34.5920048,-58.407605,Recoleta,departamento,4,3,77,72,159000
367562,-34.6070343,-58.3822979,San Nicolás,departamento,7,6,111,106,180000
255854,-34.5444664,-58.4710322,Nuñez,departamento,1,1,34,35,69365
174141,-34.568969,-58.4578508,Belgrano,departamento,3,2,80,70,339000
262515,-34.565608,-58.4812393,Villa Urquiza,ph,3,2,139,100,249000
209487,-34.5739192,-58.4739349,Villa Urquiza,departamento,2,1,42,35,120000
317558,-34.6331517,-58.4100139,Parque Patricios,ph,7,4,185,150,305000
246442,-34.5949862,-58.3739998,Retiro,departamento,1,1,77,66,85000
308825,-34.5987018422,-58.4927988052,Villa del Parque,departamento,2,1,39,35,79500
109015,-34.5679766776,-58.4853938423,Villa Urquiza,departamento,3,2,61,54,139500
303081,-34.6183738,-58.4285711,Caballito,departamento,2,1,33,33,75000
106154,-34.597851,-58.410105,Barrio Norte,departamento,1,1,34,35,91425
58325,-34.6027080109,-58.4359974768,Villa Crespo,departamento,3,2,60,52,148000
268381,-34.570831,-58.4717528,Villa Urquiza,departamento,2,1,45,45,125000
69331,-34.6185315,-58.4675326,Flores,ph,4,3,195,155,255000
43226,-34.6433178,-58.4372862,Parque Chacabuco,casa,5,4,244,179,159900
186383,-34.6017556,-58.4356304,Villa Crespo,departamento,3,2,65,55,119000
194293,-34.55482483,-58.44961166,Belgrano,departamento,2,1,68,48,234000
222116,-34.5896864,-58.399872,Recoleta,departamento,2,1,43,43,105000
62435,-34.6256914,-58.3961941,San Cristobal,departamento,1,1,41,37,56700
440573,-34.541616,-58.4733768,Nuñez,departamento,2,1,48,40,105000
167293,-34.5753119,-58.4327215,Palermo,departamento,2,1,50,50,120000
206279,-34.55395,-58.436708,Belgrano,departamento,2,1,67,62,325000
131547,-34.5679351,-58.4724324,Belgrano,departamento,1,1,77,66,55000
420845,-34.588714,-58.3872532,Barrio Norte,departamento,5,3,143,129,461000
15729,-34.5743062,-58.4733033,Villa Urquiza,departamento,3,2,134,80,385000
145701,-34.5865100182,-58.4205879248,Palermo,departamento,3,2,71,53,129999
193418,-34.612406,-58.410181,Balvanera,departamento,3,2,64,60,119000
153474,-34.598574,-58.439268,Villa Crespo,departamento,3,2,85,73,219000
81426,-34.581775,-58.513522,Villa Pueyrredón,casa,4,3,136,136,215000
436232,-34.5582056,-58.4429231,Belgrano,departamento,1,1,33,30,125000
353082,-34.5934403,-58.4421862,Villa Crespo,departamento,2,1,50,45,112500
56146,-34.5865829,-58.412387,Palermo,departamento,4,2,93,85,280000
143489,-34.6280542,-58.4282596,Caballito,departamento,2,1,45,41,144900
165083,-34.570177,-58.4341589,Palermo,departamento,2,1,58,58,190000
117417,-34.6179203,-58.4680347,Flores,departamento,3,2,58,58,98000
324258,-34.550019,-58.4567425,Nuñez,departamento,3,2,180,160,560000
445399,-34.5919869,-58.409424,Recoleta,departamento,2,1,35,35,72000
76172,-34.6030017,-58.476595,Villa del Parque,casa,4,3,230,130,199000
125051,-34.6372257,-58.4968935,Villa Luro,departamento,2,1,53,40,65000
458244,-34.5947627,-58.3901869,Recoleta,departamento,1,1,42,37,152000
127897,-34.5774308,-58.4646956,Villa Ortuzar,ph,2,1,50,40,120000
40860,-34.590556,-58.390556,Recoleta,departamento,1,1,46,46,195258
97788,-34.57021,-58.4419046,Palermo,departamento,3,2,72,50,120000
368504,-34.612122,-58.4221869,Almagro,departamento,4,3,137,117,355000
125198,-34.5695653,-58.4898121,Villa Urquiza,departamento,2,1,46,42,106000
439066,-34.614272,-58.3965489,Balvanera,departamento,3,2,83,70,160000
120828,-34.6127576803,-58.3941566492,Balvanera,departamento,3,2,52,52,97000
275732,-34.5672029818,-58.4962320328,Villa Urquiza,departamento,2,1,47,39,112000
255895,-34.54534912,-58.46813583,Nuñez,departamento,3,2,78,78,235000
218423,-34.5667503,-58.4359251,Palermo,departamento,5,4,184,143,448000
219589,-34.5930952,-58.4284269,Palermo,departamento,4,3,84,74,190000
351494,-34.6304638,-58.404515,Parque Patricios,ph,4,3,129,110,215000
135370,-34.6763498,-58.4893856,Mataderos,departamento,4,3,75,65,70000
66482,-34.5842448,-58.4195046,Palermo,departamento,3,2,119,103,310000
100894,-34.5607125,-58.4664564,Belgrano,departamento,2,1,55,50,167000
452859,-34.6133627,-58.4458804,Caballito,ph,7,6,199,180,225000
325945,-34.586586,-58.4232201,Palermo,departamento,3,2,50,50,140000
116419,-34.6120531299,-58.422235073,Villa Crespo,departamento,4,3,91,91,165000
435892,-34.547009,-58.4686351,Nuñez,departamento,1,1,31,31,76000
313562,-34.6055778978,-58.3833252825,San Nicolás,departamento,5,3,143,126,229900
25705,-34.625403,-58.4811242,Flores,departamento,3,2,66,60,93000
269798,-34.5974193,-58.4037598,Barrio Norte,departamento,1,1,41,37,110000
321181,-34.6255697,-58.4393771,Caballito,departamento,4,4,143,143,410000
52295,-34.5741667,-58.4898344,Villa Urquiza,departamento,1,1,39,36,87000
85377,-34.578697,-58.4402639,Palermo,departamento,1,1,31,32,88200
177726,-34.5468098074,-58.465461731,Nuñez,departamento,2,1,66,42,155000
308753,-34.5867785517,-58.474752903,Parque Chas,departamento,2,1,46,45,148000
133657,-34.6142783,-58.400629,Balvanera,departamento,3,2,69,66,130000
186209,-34.566046,-58.440957,Belgrano,departamento,4,3,150,138,350000
394219,-34.5460035,-58.4664224,Nuñez,casa,4,3,145,103,329000
438635,-34.586636,-58.439412,Palermo,departamento,2,1,46,43,82600
256747,-34.5606617,-58.443973,Belgrano,departamento,2,1,40,37,107000
189814,-34.554389,-58.4602448,Belgrano,departamento,3,2,55,53,115000
225081,-34.596492,-58.448174,Villa Crespo,departamento,3,2,58,54,95000
447480,-34.603297,-58.455649,Villa Crespo,departamento,2,1,50,44,120500
426065,-34.5789168,-58.429373,Palermo,departamento,2,1,61,53,167000
117366,-34.6289153,-58.4138506,Boedo,departamento,2,1,60,50,99000
123467,-34.5640019,-58.464767,Belgrano,departamento,2,2,77,66,79000
167231,-34.578697,-58.4402639,Palermo,departamento,1,1,77,66,75600
114173,-34.5926756,-58.4107496,Barrio Norte,departamento,2,1,75,54,139000
59780,-34.5965071,-58.4245496,Palermo,ph,4,3,76,76,155000
209798,-34.5905613,-58.4750224,Parque Chas,departamento,1,1,34,30,49455
243630,-34.5777039,-58.4518253,Colegiales,departamento,3,2,66,58,185000
65637,-34.586367,-58.451508,Chacarita,departamento,1,1,32,30,78000
89376,-34.563005,-58.453674,Belgrano,departamento,3,2,79,66,279900
275572,-34.5993635,-58.4533879,Villa Crespo,casa,7,5,248,210,260000
7710,-34.5894384861,-58.3893754778,Recoleta,departamento,4,3,170,105,580000
459844,-34.6048766,-58.4478804,Caballito,departamento,4,2,95,86,240000
256997,-34.5928651,-58.3811344,Recoleta,departamento,3,2,100,100,285000
270607,-34.5753841322,-58.4844249762,Villa Urquiza,departamento,3,2,89,76,278000
219744,-34.597851,-58.410105,Barrio Norte,departamento,2,1,48,42,152460
151862,-34.6131806,-58.4252416,Almagro,departamento,3,2,90,87,190000
397538,-34.5957594,-58.4231718,Palermo,departamento,3,2,115,88,250000
48583,-34.5885624,-58.3958684,Recoleta,departamento,2,1,110,42,300000
194895,-34.599459,-58.4843252,Villa del Parque,casa,5,4,239,139,243000
280167,-34.6155049,-58.3847964,Monserrat,departamento,5,4,100,95,124999
187988,-34.6045384,-58.4249555,Almagro,departamento,1,1,33,30,72357
17641,-34.5971673,-58.4478791,Villa Crespo,departamento,1,1,45,41,85000
150518,-34.5971702,-58.4169697,Palermo,departamento,4,3,91,78,285000
310352,-34.5632161,-58.4632359,Belgrano,departamento,4,3,120,97,300000
457889,-34.5730485,-58.4452412,Belgrano,departamento,2,1,47,41,98500
436494,-34.5882398,-58.4501652,Chacarita,departamento,3,2,89,76,196790
30177,-34.5593421,-58.4563764,Belgrano,departamento,2,1,51,43,149500
106929,-34.617505,-58.445483,Caballito,departamento,3,2,67,63,220000
220054,-34.5656433,-58.4491457,Belgrano,departamento,2,1,48,46,161226
230958,-34.6046475,-58.4306147,Caballito,departamento,3,2,63,63,125000
189670,-34.5780095,-58.4335212,Palermo,departamento,2,1,48,45,158000
2660,-34.6192164,-58.4454053,Caballito,departamento,2,1,54,51,159000
122461,-34.641963,-58.4255094,Parque Patricios,ph,2,1,69,57,79900
377082,-34.6413573,-58.4752455,Parque Avellaneda,ph,3,2,77,66,118000
427171,-34.5629091,-58.463245,Belgrano,departamento,4,3,150,130,485000
86581,-34.6045182067,-58.3834754862,San Nicolás,departamento,5,3,143,126,239000
36220,-34.6208595,-58.4604118,Flores,departamento,1,1,41,37,85500
28921,-34.6273584,-58.4280512,Caballito,departamento,3,2,62,62,130000
182771,-34.5713906,-58.4320864,Palermo,departamento,3,2,140,140,375000
273832,-34.5953833,-58.4412592,Villa Crespo,departamento,3,2,61,61,119000
399821,-34.6235879,-58.3996499,San Cristobal,departamento,3,2,62,58,168000
366866,-34.6134943,-58.4375412,Caballito,departamento,3,2,60,60,140000
382977,-34.6199289,-58.439704,Caballito,departamento,2,1,39,38,75000
286255,-34.6081675,-58.4534009,Villa Crespo,ph,4,3,65,53,99000
120580,-34.6362455,-58.4418509,Parque Chacabuco,departamento,2,1,43,40,108000
445565,-34.6024254,-58.3777013,San Nicolás,departamento,3,2,51,51,105000
126727,-34.6037454,-58.3938428,Balvanera,departamento,3,2,69,60,102000
455246,-34.6181532,-58.3916964,San Cristobal,departamento,1,1,30,30,55000
60944,-34.5961305,-58.3735685,Retiro,departamento,2,1,38,38,59000
306391,-34.5545877,-58.4444678,Belgrano,departamento,4,3,79,79,230000
411131,-34.6327816,-58.4589804,Flores,departamento,3,2,61,58,130000
273657,-34.646538,-58.3729601,Barracas,departamento,3,2,76,76,127000
39831,-34.6011699,-58.3794219,San Nicolás,departamento,1,1,77,66,39900
449557,-34.5412501,-58.4729664,Nuñez,departamento,2,1,60,50,108000
213190,-34.5885627381,-58.3851242065,Versalles,ph,3,2,81,54,128500
218623,-34.59846947667256,-58.44031156021076,Villa Crespo,departamento,1,1,33,30,77000
115089,-34.5968046,-58.4003518,Recoleta,departamento,4,3,108,98,269000
135851,-34.6274873239,-58.4655475616,Flores,departamento,3,2,51,51,73000
362577,-34.6299692,-58.4479605,Caballito,departamento,2,1,60,52,135000
279430,-34.6249167,-58.4132459,Boedo,departamento,2,1,42,37,71000
428578,-34.6076333,-58.4606796,Caballito,departamento,3,2,60,55,115000
298170,-34.5974553617,-58.4315113631,Villa Crespo,departamento,2,1,47,41,110000
339420,-34.6266816277,-58.4644650952,Flores,departamento,2,1,30,30,65000
277243,-34.5771157,-58.4371508,Palermo,departamento,3,2,83,78,285000
95557,-34.6261675,-58.5020476,Monte Castro,ph,4,3,111,88,179000
455327,-34.5655421,-58.4877321,Villa Urquiza,departamento,1,1,77,66,54000
444725,-34.6241886,-58.529139,Villa Real,casa,2,2,156,106,210000
456339,-34.5860359,-58.5037402,Villa Pueyrredón,departamento,3,2,70,63,179000
450264,-34.5862414,-58.4418605,Palermo,departamento,2,1,62,50,197024
339706,-34.5634846,-58.4652521,Belgrano,departamento,3,2,80,65,240000
277413,-34.6313535,-58.4748572,Floresta,departamento,2,1,38,37,54000
96582,-34.5905047,-58.4111451,Recoleta,departamento,4,3,80,77,210000
282327,-34.563364,-58.438499,Palermo,departamento,3,2,90,90,379100
238107,-34.62837346211121,-58.46330620692398,Flores,departamento,4,3,108,108,265000
312529,-34.6068015,-58.3911124,San Nicolás,departamento,3,2,142,71,98000
210279,-34.594457,-58.397658,Recoleta,departamento,3,2,110,102,280000
285764,-34.566327,-58.449326,Belgrano,departamento,1,1,32,33,110000
50938,-34.6128879,-58.427646,Almagro,departamento,3,2,72,60,142000
181559,-34.604177,-58.407382,Once,departamento,2,1,45,42,87000
379435,-34.5926242,-58.4143709,Palermo,departamento,3,2,60,52,180000
196277,-34.5774395,-58.4243062,Palermo,departamento,2,1,38,36,126000
217809,-34.5953348,-58.4191282,Palermo,departamento,4,3,93,89,260000
449796,-34.6086777,-58.4212162,Almagro,departamento,3,2,50,48,95000
324830,-34.6364917741,-58.3697605133,Barracas,ph,5,4,127,98,89000
197938,-34.6015771756,-58.4410721779,Villa Crespo,departamento,2,1,45,45,97000
155484,-34.6053126,-58.4174973,Almagro,departamento,3,2,75,64,130000
158991,-34.5686411,-58.4467132,Palermo,departamento,2,1,39,38,98000
392655,-34.5669752,-58.4535227,Belgrano,departamento,4,3,181,118,399000
99131,-34.557014,-58.4681604,Belgrano,departamento,2,1,35,35,98000
124808,-34.59229756323614,-58.397112487475724,Recoleta,departamento,2,1,38,38,64000
136475,-34.573688174443916,-58.48562325898029,Villa Urquiza,departamento,2,1,46,43,125000
2367,-34.5879496,-58.4150647,Palermo,departamento,2,1,32,32,82000
406634,-34.608523353492046,-58.40198002790592,Balvanera,departamento,2,1,50,46,85000
126703,-34.5505451,-58.4859007,Saavedra,departamento,4,3,89,77,135000
139132,-34.5774,-58.4333,Palermo,departamento,2,1,42,38,79900
436829,-34.6368448,-58.4117851,Parque Patricios,departamento,3,2,58,55,110000
452884,-34.5805544,-58.458336,Chacarita,departamento,2,1,37,35,58000
137171,-34.5820981,-58.4488594,Palermo,departamento,1,1,34,35,109746
422047,-34.6040494,-58.4283551,Almagro,departamento,4,2,101,72,180000
39672,-34.6112318,-58.4017819,Balvanera,departamento,1,1,32,32,57600
401440,-34.574276,-58.4413254,Palermo,departamento,2,1,44,40,95000
356933,-34.5952789,-58.4078191,Barrio Norte,departamento,4,3,123,117,259000
301274,-34.6154453,-58.4709329,Villa General Mitre,ph,3,2,107,73,120000
160732,-34.6098811,-58.4978301,Villa del Parque,ph,4,3,149,100,260000
68719,-34.5976672,-58.4263193,Villa Crespo,departamento,3,2,78,72,189000
165318,-34.6278001,-58.4332373,Caballito,departamento,2,1,45,40,140000
262770,-34.5927172258,-58.4084452386,Barrio Norte,departamento,4,3,128,102,260000
336166,-34.6073078,-58.3992579,Congreso,departamento,3,2,69,69,130000
261365,-34.6035686,-58.4846939,Villa del Parque,departamento,2,1,36,36,53000
459301,-34.5931307,-58.377952,Retiro,departamento,3,1,73,63,140000
155759,-34.56125,-58.4601905,Belgrano,departamento,2,1,35,35,100000
398134,-34.554449,-58.458177,Belgrano,departamento,3,2,96,90,370000
182345,-34.60325993456439,-58.38309012384223,San Nicolás,departamento,2,1,50,43,105900
224291,-34.5631369,-58.489742,Saavedra,ph,6,4,129,101,230000
446106,-34.5828372,-58.4322911,Palermo,departamento,2,1,56,50,220000
239889,-34.6042021,-58.426116,Almagro,departamento,1,1,37,32,89328
212635,-34.5602635288,-58.4596423228,Belgrano,departamento,1,1,38,38,90000
6224,-34.5620844,-58.4566864,Belgrano,departamento,3,2,78,65,190000
96292,-34.5836015,-58.4112947,Palermo,departamento,4,3,82,82,199900
452587,-34.6060021727,-58.4119462967,Balvanera,departamento,3,2,57,57,69000
210203,-34.5945738,-58.4278814,Palermo,departamento,2,1,73,45,175000
259234,-34.6118456,-58.5055696,Villa Devoto,departamento,2,1,40,40,115000
223174,-34.5896872184,-58.4059895842,Barrio Norte,departamento,3,3,85,75,520000
155941,-34.5886684,-58.449419,Colegiales,departamento,4,3,99,85,315000
362698,-34.6184853,-58.3779928,San Telmo,departamento,1,1,77,66,80000
299020,-34.58918,-58.3911109,Recoleta,departamento,5,3,215,183,378000
137198,-34.5820981,-58.4488594,Palermo,departamento,2,1,54,49,137394
171338,-34.6193381,-58.4343654,Caballito,departamento,5,4,161,147,325000
210833,-34.5991838,-58.3807265,Retiro,departamento,3,2,55,55,140000
155754,-34.5684801,-58.448195,Belgrano,departamento,6,5,142,121,295000
127209,-34.5919776,-58.4050384,Barrio Norte,departamento,3,2,68,58,195000
346399,-34.5743455,-58.4733983,Villa Urquiza,departamento,1,1,35,32,132000
446654,-34.605406,-58.4535572,Villa Crespo,departamento,2,1,43,39,109000
192986,-34.5780037,-58.4245257,Palermo,departamento,2,1,48,36,119000
64370,-34.5715217,-58.4293074,Palermo,departamento,2,1,40,37,139000
67483,-34.5484228,-58.4636908,Belgrano,departamento,1,1,42,37,110000
190619,-34.6163777,-58.4318384,Caballito,departamento,3,2,83,83,216790
97797,-34.5813249346,-58.4050007037,Palermo,departamento,4,3,130,118,410000
451179,-34.650056,-58.3856928,Barracas,ph,4,3,204,93,149000
293615,-34.6211032,-58.4464139,Caballito,departamento,2,1,37,37,74900
281851,-34.5848896,-58.4067998,Recoleta,departamento,3,2,74,68,195000
58734,-34.6522239,-58.3865538,Barracas,ph,5,3,145,130,140000
250911,-34.6030485,-58.4130662,Almagro,departamento,2,1,40,40,79000
15816,-34.6940618189,-58.4661054611,Villa Riachuelo,casa,4,3,211,131,169000
102707,-34.54307,-58.4625859,Nuñez,departamento,3,2,94,80,330000
442990,-34.5949568,-58.391993,Barrio Norte,departamento,2,1,77,66,110000
404846,-34.6141260518,-58.4597669773,Caballito,departamento,2,1,56,52,95000
411220,-34.5827,-58.40568,Palermo,departamento,1,1,35,33,88000
156380,-34.6299558,-58.3634456,Boca,ph,6,3,171,145,205000
1800,-34.616128,-58.394715,Balvanera,casa,8,7,164,143,215000
361756,-34.5776693,-58.4057744,Palermo,departamento,4,3,192,163,580000
182222,-34.6164588,-58.3860006,Monserrat,departamento,2,1,36,36,57000
432099,-34.6022696646,-58.481426239,Villa del Parque,departamento,3,2,61,58,139000
235583,-34.6295768,-58.3980713,Parque Patricios,departamento,3,2,57,50,81000
334305,-34.5968514,-58.4082853,Recoleta,departamento,2,1,55,55,150000
136273,-34.6296811,-58.4464001,Caballito,departamento,2,1,41,38,95000
380343,-34.592597,-58.499344,Agronomía,ph,3,2,167,75,260000
128653,-34.6293639,-58.465073,Flores,departamento,3,2,95,87,110000
316794,-34.5889771,-58.3905923,Recoleta,departamento,2,1,70,63,185000
220477,-34.578452,-58.4136193,Palermo,departamento,2,1,46,39,177000
196401,-34.5653090627,-58.4480434349,Belgrano,departamento,3,2,60,58,275000
259803,-34.5681743,-58.4337982,Las Cañitas,departamento,1,1,37,37,110000
168449,-34.602861757,-58.4394765678,Villa Crespo,departamento,3,1,65,58,149000
66512,-34.5778473178,-58.4389330757,Palermo,departamento,1,1,32,33,88900
162333,-34.5846883291,-58.4049965164,Recoleta,departamento,3,2,54,50,120000
456102,-34.6913697681,-58.4728502657,Villa Riachuelo,departamento,5,4,168,100,130000
333223,-34.6246004,-58.3974774,San Cristobal,departamento,2,1,37,36,55000
56450,-34.5865767,-58.4371898,Palermo,departamento,3,2,75,75,150000
327383,-34.5819006,-58.4494102,Palermo,departamento,2,1,67,48,201343
185069,-34.5829094,-58.4240148,Palermo,departamento,1,1,77,66,79000
203847,-34.5881722,-58.420532,Palermo,departamento,3,2,65,58,148000
51287,-34.6313249,-58.4626826,Flores,departamento,4,3,97,84,165000
132006,-34.6057299,-58.4888506,Villa del Parque,departamento,3,2,63,55,89900
73390,-34.5810256,-58.4420607,Palermo,departamento,2,1,49,46,98000
188819,-34.5806577,-58.4317848,Palermo,departamento,2,1,57,51,199000
343475,-34.5796455,-58.431355,Palermo,departamento,2,1,45,42,109000
160713,-34.5736002941,-58.4913446521,Villa Urquiza,ph,5,4,196,115,350000
80501,-34.5539967,-58.4578089,Belgrano,departamento,4,3,167,117,465500
216639,-34.5542688,-58.4439168,Belgrano,departamento,3,2,75,65,155000
393219,-34.579588,-58.446107,Palermo,ph,4,3,259,108,370000
383015,-34.626053,-58.372528,San Telmo,departamento,3,2,75,71,208226
7271,-34.6306306,-58.4537673,Flores,departamento,3,2,71,65,210000
24583,-34.5985762113,-58.3880129116,Recoleta,departamento,1,1,54,36,106000
376903,-34.5887116,-58.4076091,Barrio Norte,departamento,1,1,77,66,82000
48171,-34.5823067,-58.456231,Chacarita,departamento,3,2,125,125,295000
379465,-34.5824087,-58.4135083,Palermo,departamento,3,3,72,72,190000
360279,-34.6122278,-58.4039486,Balvanera,departamento,1,1,38,36,70000
379425,-34.5654336,-58.4725893,Coghlan,departamento,2,1,49,42,120000
175963,-34.5621037,-58.4683406,Coghlan,departamento,4,3,82,75,270000
262213,-34.6126975,-58.4568751,Caballito,departamento,4,3,66,64,140000
427980,-34.5898375,-58.3946799,Recoleta,departamento,1,1,48,45,119500
13586,-34.5500648,-58.4847599,Saavedra,departamento,3,2,60,57,137900
361879,-34.5800605,-58.4395272,Palermo,ph,3,2,110,110,395000
21011,-34.6075889377,-58.4383925598,Caballito,departamento,2,1,30,30,80000
204742,-34.580326917,-58.4302822988,Palermo,departamento,4,3,77,70,139900
72176,-34.6261347,-58.4652858,Flores,departamento,2,1,56,52,134276
54903,-34.5513472,-58.4551336,Nuñez,departamento,3,3,93,86,445000
250712,-34.6465268,-58.4907704,Parque Avellaneda,departamento,3,2,77,77,140000
250674,-34.5775796,-58.4920256,Villa Urquiza,departamento,1,1,48,42,111000
10874,-34.6405107,-58.5139872,Liniers,departamento,2,1,45,41,87000
326295,-34.6211597,-58.5159123,Monte Castro,departamento,2,1,48,32,79000
3049,-34.6206741476101,-58.3750789107685,San Telmo,ph,3,2,72,66,135000
319240,-34.6005105,-58.3852866,Barrio Norte,departamento,1,1,38,34,130000
432102,-34.6022224,-58.4828483,Villa del Parque,ph,3,2,89,65,110000
403350,-34.6869381,-58.4593405,Villa Lugano,departamento,3,2,60,54,56000
16707,-34.5443058,-58.4608811,Nuñez,departamento,2,1,35,32,131300
244703,-34.59229756323614,-58.397112487475724,Recoleta,departamento,3,2,65,57,250000
296594,-34.5781049,-58.4325101,Palermo,departamento,2,1,64,55,180000
299255,-34.5767933,-58.5071216,Villa Pueyrredón,ph,1,1,34,30,69900
26484,-34.5747136,-58.4847874,Villa Urquiza,departamento,2,1,87,43,85000
228070,-34.601053,-58.4682183,Paternal,departamento,3,1,85,85,89000
374249,-34.6467381,-58.5117968,Liniers,ph,3,2,85,64,139000
375387,-34.582063,-58.411812,Palermo,departamento,4,3,105,100,255000
272466,-34.6162336,-58.4777817,Villa Santa Rita,departamento,2,1,57,53,63000
226309,-34.560267,-58.456275,Belgrano,departamento,2,1,103,38,125000
141055,-34.6145439,-58.479047,Villa Santa Rita,departamento,1,1,33,33,67000
170296,-34.5933818,-58.3801507,Recoleta,departamento,5,4,185,175,489000
365525,-34.571166,-58.4306967,Palermo,departamento,2,1,58,52,165000
375750,-34.6244381,-58.4367994,Caballito,departamento,2,1,30,30,76000
22721,-34.6018369,-58.421479,Almagro,departamento,2,1,44,41,108000
285825,-34.614868,-58.394024,Balvanera,departamento,1,1,54,49,55000
76829,-34.6285834,-58.4458865,Caballito,departamento,5,3,177,161,480000
199605,-34.6131929596,-58.4161305428,Almagro,departamento,4,3,65,65,110000
434836,-34.6011648293,-58.4150191844,Almagro,ph,4,3,150,150,249950
283351,-34.634723,-58.4469652,Parque Chacabuco,departamento,3,2,136,63,105000
451278,-34.5684371,-58.4555513,Belgrano,departamento,2,1,38,38,79900
76912,-34.592284,-58.4438369,Villa Crespo,departamento,1,1,38,33,78900
334721,-34.582706,-58.4685056,Villa Ortuzar,departamento,2,1,43,40,84900
32128,-34.5961611293,-58.3948264027,Recoleta,departamento,3,3,98,81,260000
196509,-34.5547750473,-58.4827580391,Saavedra,departamento,2,1,55,45,120000
427181,-34.557802,-58.45263,Belgrano,departamento,3,3,99,79,260000
139762,-34.5696621,-58.4877616,Villa Urquiza,departamento,3,2,45,45,159000
422372,-34.5890606,-58.3917403,Recoleta,departamento,2,2,44,42,120000
288914,-34.5837551,-58.4436967,Palermo,departamento,1,1,35,31,95441
111943,-34.5884834,-58.4193479,Palermo,departamento,4,3,88,77,270000
72222,-34.5978248,-58.3769826,Retiro,departamento,1,1,77,66,80500
428828,-34.6697242083,-58.4981078028,Mataderos,departamento,3,2,45,45,37000
299233,-34.5476386,-58.4845504,Saavedra,ph,4,3,103,92,175000
235428,-34.601551,-58.3851921,Tribunales,departamento,2,1,45,45,125000
77966,-34.6849496,-58.4736389,Villa Lugano,ph,3,2,133,58,95000
404548,-34.5910174,-58.4163398,Palermo,departamento,2,1,36,36,85000
306625,-34.6156043,-58.3878307,Monserrat,departamento,3,2,65,65,92000
131258,-34.6295445,-58.4689097,Flores,departamento,1,1,77,66,55000
427124,-34.5679981083,-58.4504842758,Belgrano,departamento,3,2,82,82,180000
398860,-34.6073721,-58.4478406,Caballito,departamento,3,2,83,79,149000
425363,-34.536943,-58.4692044,Nuñez,departamento,1,1,34,35,96000
447385,-34.5547457,-58.4527638,Belgrano,departamento,2,1,58,51,168000
216521,-34.56174202912177,-58.47432988504832,Coghlan,departamento,3,2,110,80,260000
322910,-34.561185,-58.4682081,Belgrano,departamento,3,2,74,70,167000
345959,-34.5812619,-58.4149533,Palermo,departamento,4,4,159,145,515000
209272,-34.6285923,-58.3721943,Barracas,departamento,1,1,37,32,99000
428456,-34.61872310708088,-58.44193605327804,Caballito,departamento,1,1,37,34,78000
188292,-34.6045384,-58.4249555,Almagro,departamento,3,2,102,75,210486
390919,-34.5809246,-58.4425599,Palermo,departamento,3,2,61,54,215000
272372,-34.5943059,-58.5092095,Villa Devoto,departamento,3,2,50,50,89900
277536,-34.6095827,-58.4414162,Caballito,departamento,1,1,36,36,78000
129768,-34.5655134,-58.4347801,Palermo,departamento,3,2,110,100,298000
390828,-34.548045841853735,-58.46547258653095,Nuñez,departamento,2,1,73,54,157000
99960,-34.5600078,-58.4641046,Belgrano,departamento,4,4,131,112,295000
402932,-34.5856901,-58.4226161,Palermo,departamento,2,1,33,33,76000
114794,-34.5980031,-58.4159081,Palermo,departamento,2,1,38,38,105000
452145,-34.605079,-58.463,Paternal,ph,2,1,66,56,99000
194303,-34.5575603,-58.4585313,Belgrano,departamento,3,2,76,58,254900
